main_set,subset,subset_id,card_number,copies,card_names,card_ids
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,44,2,"Green Goblin | Jimbo SalgadoAU,","66751, 312715"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,45,2,"Jimbo SalgadoAU, | Kraven The Hunter","66752, 312716"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,46,2,"Jimbo SalgadoAU, | Mysterio","66753, 312717"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,47,2,"Khoi PhamAU, | Kingpin","66754, 312718"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,48,2,"Jimbo SalgadoAU, | Venom","66755, 312719"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,49,2,"Black Cat | Cliff RichardsAU,","66756, 312720"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,5,2,"BnferAU, | Lizard","66757, 312686"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,50,2,"Cliff RichardsAU, | Spider-Man","66758, 312721"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,51,2,"Doctor Octopus | Jimbo SalgadoAU,","66759, 312722"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,52,2,"Electro | Jimbo SalgadoAU,","66760, 312723"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,53,2,"Green Goblin | Jimbo SalgadoAU,","66761, 312724"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,54,2,"Jimbo SalgadoAU, | Kraven The Hunter","66762, 312725"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,55,2,"Jimbo SalgadoAU, | Mysterio","66763, 312726"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,56,2,"Khoi PhamAU, | Kingpin","66764, 312727"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,57,2,"Jimbo SalgadoAU, | Venom","66765, 312728"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,58,2,"Anthony SpayAU, | J. Jonah Jameson","66766, 312729"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,59,2,"Anthony SpayAU, | Spider-Slayer","66767, 312730"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,6,2,"Electro | Ray-Anthony HeightAU,","66768, 312687"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,60,2,"Max RaynorAU, | Tombstone","66769, 312731"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,61,2,"Mary Jane Watson-Parker | Tom NguyenAU,","66770, 312732"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,62,2,"Lorenza PigliamoscheAU, | Spider-Man","66771, 312733"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,63,2,"Lorenza PigliamoscheAU, | Venom","66772, 312734"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,64,2,"Lorenza PigliamoscheAU, | Scorpion","66773, 312735"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,65,2,"Lizard | Lorenza PigliamoscheAU,","66774, 312736"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,66,2,"Doctor Octopus | Ryan SmallmanAU,","66775, 312737"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,67,2,"Boomerang | Ryan SmallmanAU,","66776, 312738"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,68,2,"Hydro-Man | Ryan SmallmanAU,","66777, 312739"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,69,2,"Ryan SmallmanAU, | Speed Demon","66778, 312740"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,7,2,"Kingpin | Max RaynorAU,","66779, 312688"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,70,2,"Beetle | Ryan SmallmanAU,","66780, 312741"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,71,2,"Ryan SmallmanAU, | Sinister Syndicate","66781, 312742"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,72,2,"Green Goblin | Lorenza PigliamoscheAU,","66782, 312743"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,73,2,"Matthew ClarkAU, | Spider-Woman","66783, 312744"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,74,2,"Jimbo SalgadoAU, | Miles Morales","66784, 312745"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,75,2,"Black Cat | Matthew ClarkAU,","66785, 312746"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,76,2,"Matthew ClarkAU, | Scarlet Spider","66786, 312747"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,77,2,"Will ConradAU, | Wolverine","66787, 312748"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,8,2,"Jimbo SalgadoAU, | Mysterio","66790, 312689"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,80,2,"Cliff RichardsAU, | Luke Cage","66791, 312749"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,81,2,"Iron Fist | Matthew ClarkAU,","66792, 312750"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,82,2,"Ghost Rider | Matthew ClarkAU,","66793, 312751"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,83,2,"Daredevil | Matthew ClarkAU,","66794, 312752"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,84,2,"Anthony SpayAU, | Cloak & Dagger","66795, 312753"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,85,2,"Anthony SpayAU, | Jessica Jones","66796, 312754"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,86,2,"Agent Venom | Marco SantucciAU,","66797, 312755"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,87,2,"Marco SantucciAU, | Silk","66798, 312756"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,88,2,"Ghost-Spider | Matthew ClarkAU,","66799, 312757"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,89,2,"Nahuel GregoAU, | Nova","66800, 312758"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,9,2,"Jimbo SalgadoAU, | Kraven The Hunter","66801, 312690"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,90,2,"Cliff RichardsAU, | Firestar","66802, 312759"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,1,2,"Squirrel Girl | Tholia BentzAU,","67173, 181433"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,10,2,"Knull | Nicole VirellaAU,","67174, 181440"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,100,2,"Spider-Man | Tholia BentzAU,","67175, 181513"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,11,2,"Kraven The Hunter | Nicole VirellaAU,","67176, 181441"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,12,2,"Silver Samurai | Tholia BentzAU,","67177, 181442"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,13,2,"Lady Deathstrike | Nicole VirellaAU,","67178, 181443"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,14,2,"Andrea MilanaAU, | Zarathos","67179, 181444"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,15,2,"Sabretooth | Tholia BentzAU,","67180, 181445"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,16,2,"Bruno FrendaAU, | Enchantress","67181, 181446"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,17,2,"Tazio BettinAU, | The Lizard","67182, 181447"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,18,2,"Bruno FrendaAU, | Electro","67183, 181448"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,19,2,"Tazio BettinAU, | The Leader","67184, 181449"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,2,2,"Andrea MilanaAU, | Vulcan","67185, 181434"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,20,2,"Mister Sinister | Taurin ClarkeAU,","67186, 181450"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,21,2,"High Evolutionary | Idan KnafoAU,","67187, 181451"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,22,2,"Green Goblin | Idan KnafoAU,","67188, 181452"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,23,2,"Bullseye | Thaddeus RobeckAU,","67189, 181453"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,24,2,"Ronan The Accuser | Tholia BentzAU,","67190, 181454"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,25,2,"Bruno FrendaAU, | Dracula","67191, 181455"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,27,2,"Carnage | Tom FlemingAU,","67193, 181456"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,28,2,"Arcade | Thaddeus RobeckAU,","67194, 181457"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,29,2,"Bruno FrendaAU, | Dark Phoenix","67195, 181458"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,3,2,"Korvac | Nicole VirellaAU,","67196, 181435"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,30,2,"Andrea MilanaAU, | Vulture","67197, 181459"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,32,2,"Bruno FrendaAU, | Doctor Octopus","67199, 181460"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,33,2,"Andrea MilanaAU, | War Machine","67200, 181461"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,34,2,"Loki | Nicole VirellaAU,","67201, 181462"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,35,2,"Tazio BettinAU, | Ultron","67202, 181463"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,36,2,"Tazio BettinAU, | Tiger Shark","67203, 181464"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,38,2,"Andrea MilanaAU, | Venom","67205, 181465"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,39,2,"Bruno FrendaAU, | Elektra","67206, 181466"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,40,2,"Black Cat | Thaddeus RobeckAU,","67208, 181467"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,42,2,"Hela | Idan KnafoAU,","67210, 181468"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,43,2,"Bruno FrendaAU, | Dormammu","67211, 181469"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,47,2,"Kingpin | Nicole VirellaAU,","67215, 181470"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,48,2,"Tazio BettinAU, | Thanos","67216, 181471"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,49,2,"Juggernaut | Nicole VirellaAU,","67217, 181472"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,5,2,"Taskmaster | Tazio BettinAU,","67218, 181436"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,50,2,"Abomination | Thaddeus RobeckAU,","67219, 181473"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,52,2,"Sword Master | Tazio BettinAU,","67221, 181474"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,53,2,"Idan KnafoAU, | Iron Fist","67222, 181475"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,55,2,"Idan KnafoAU, | Ironheart","67224, 181476"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,58,2,"Captain Britain | Tom FlemingAU,","67227, 181477"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,59,2,"Misty Knight | Taurin ClarkeAU,","67228, 181478"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,6,2,"Chasm | Tom FlemingAU,","67229, 181437"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,60,2,"Black Bolt | Thaddeus RobeckAU,","67230, 181479"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,61,2,"Andrea MilanaAU, | Wiccan","67231, 181480"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,63,2,"Bruno FrendaAU, | Dazzler","67233, 181481"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,64,2,"Armor | Thaddeus RobeckAU,","67234, 181482"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,65,2,"Star-Lord | Tazio BettinAU,","67235, 181483"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,67,2,"Robbie Reyes | Tholia BentzAU,","67237, 181484"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,68,2,"Beast | Thaddeus RobeckAU,","67238, 181485"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,69,2,"Cosmic Ghost Rider | Tom FlemingAU,","67239, 181486"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,7,2,"Andrea MilanaAU, | White Tiger","67240, 181438"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,70,2,"Jubilee | Nicole VirellaAU,","67241, 181487"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,72,2,"Bruno FrendaAU, | Echo","67243, 181488"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,73,2,"Kate Bishop | Nicole VirellaAU,","67244, 181489"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,74,2,"Andrea MilanaAU, | Vision","67245, 181490"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,75,2,"Andrea MilanaAU, | Valkyrie","67246, 181491"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,77,2,"Black Widow | Thaddeus RobeckAU,","67248, 181492"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,78,2,"Daredevil | Tom FlemingAU,","67249, 181493"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,79,2,"America Chavez | Thaddeus RobeckAU,","67250, 181494"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2454,80,2,"Dani Moonstar | Tom FlemingAU,","67252, 181495"
