main_set,subset,year,card_number,card_name
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ13,X-Men: Second Coming (2010) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ14,Age of X: Alpha (2010) #1
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ15,X-Men: Spotlight on Starjammers (1990) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ16,Uncanny X-Men (1963) #471
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ17,New X-Men (2001) #154
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ18,Uncanny X-Men (1963) #356
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ2,Uncanny X-Men (1963) #125
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ3,Uncanny X-Men (1963) #199
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ4,Guardians of the Galaxy (1990) #11
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ5,Spider-Man (1990) #25
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ6,X-Men: Phoenix - Warsong (2006) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ7,Uncanny X-Men (1963) #511
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ8,X-Men: Phoenix - Endsong (2005) #4
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Black,2023,PJ9,Iron Fist (1975) #15
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ1,Uncanny X-Men #101
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ10,Uncanny X-Men (1963) #134
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ11,X-Men: Age of Apocalypse (2005) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ12,The Mighty Thor (2015) #19
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ13,X-Men: Second Coming (2010) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ14,Age of X: Alpha (2010) #1
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ15,X-Men: Spotlight on Starjammers (1990) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ16,Uncanny X-Men (1963) #471
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ17,New X-Men (2001) #154
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ18,Uncanny X-Men (1963) #356
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ2,Uncanny X-Men (1963) #125
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ3,Uncanny X-Men (1963) #199
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ4,Guardians of the Galaxy (1990) #11
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ5,Spider-Man (1990) #25
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ6,X-Men: Phoenix - Warsong (2006) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ7,Uncanny X-Men (1963) #511
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ8,X-Men: Phoenix - Endsong (2005) #4
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Cyan,2023,PJ9,Iron Fist (1975) #15
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ1,Uncanny X-Men #101
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ10,Uncanny X-Men (1963) #134
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ11,X-Men: Age of Apocalypse (2005) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ12,The Mighty Thor (2015) #19
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ13,X-Men: Second Coming (2010) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ14,Age of X: Alpha (2010) #1
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ15,X-Men: Spotlight on Starjammers (1990) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ16,Uncanny X-Men (1963) #471
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ17,New X-Men (2001) #154
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ18,Uncanny X-Men (1963) #356
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ2,Uncanny X-Men (1963) #125
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ3,Uncanny X-Men (1963) #199
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ4,Guardians of the Galaxy (1990) #11
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ5,Spider-Man (1990) #25
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ6,X-Men: Phoenix - Warsong (2006) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ7,Uncanny X-Men (1963) #511
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ8,X-Men: Phoenix - Endsong (2005) #4
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Magenta,2023,PJ9,Iron Fist (1975) #15
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ1,Uncanny X-Men #101
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ10,Uncanny X-Men (1963) #134
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ11,X-Men: Age of Apocalypse (2005) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ12,The Mighty Thor (2015) #19
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ13,X-Men: Second Coming (2010) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ14,Age of X: Alpha (2010) #1
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ15,X-Men: Spotlight on Starjammers (1990) #2
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ16,Uncanny X-Men (1963) #471
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ17,New X-Men (2001) #154
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ18,Uncanny X-Men (1963) #356
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ2,Uncanny X-Men (1963) #125
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ3,Uncanny X-Men (1963) #199
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ4,Guardians of the Galaxy (1990) #11
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ5,Spider-Man (1990) #25
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ6,X-Men: Phoenix - Warsong (2006) #5
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ7,Uncanny X-Men (1963) #511
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ8,X-Men: Phoenix - Endsong (2005) #4
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - A Cosmic Journey Printing Plates Yellow,2023,PJ9,Iron Fist (1975) #15
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-1,"Avengers vs. X-Men (2012) #1 - Brian Michael Bendis AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-10,"Avengers vs. X-Men (2012) #10 - Brian Michael Bendis AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-2,"Avengers vs. X-Men (2012) #2 - Jason Aaron AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-3,"Avengers vs. X-Men (2012) #3 - John Romita Jr. AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-5,"Avengers vs. X-Men (2012) #5 - John Romita Jr. AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-7,"Avengers vs. X-Men (2012) #7 - Jason Aaron AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-8,"Avengers vs. X-Men (2012) #8 - Brian Michael Bendis AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Allegiance Booklets Autographs,2023,PFC-9,"Avengers vs. X-Men (2012) #9 - Jason Aaron AU,"
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C1,Daredevil
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C10,Spider-Man
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C11,M.O.D.O.K.
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C12,Wolverine
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C13,Dazzler
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C14,Havok
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C15,Hope Summers
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C16,Thor
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C17,Namor
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C18,Pixie
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C19,Spider-Woman
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C2,Emma Frost
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C20,Captain Britain
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C21,Deathlok
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C22,Falcon
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C23,Thor
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C24,Maria Hill
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C25,Squirrel Girl
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C26,Toad
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C27,X-Man
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C28,Protector
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C29,Mockingbird
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C3,Hulk
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C30,Valkyrie
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C31,Moon Knight
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C32,Stepford Cuckoos
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C33,Luke Cage
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C34,Warlock
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C35,Mimic
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C36,Captain Marvel
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C37,Angel
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C38,Thunderbolt Ross
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C39,Dr. Nemesis
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C4,Iron Fist
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C40,Colossus
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C41,Black Widow
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C42,Red Hulk
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C43,Psylocke
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C44,Nova
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C45,Hawkeye
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C46,Hope Summers
2023 Upper Deck Marvel Allegiance: Avengers vs X-Men,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Avengers Red & Blue,2023,C47,Captain America
